Part Number▲▼;Product Image;Voltage▲▼;Capacitance▲▼;Dielectric▲▼;Lead Spacing(mm/inch)▲▼;Lead Style▲▼;Packaging▲▼;Image path
TD020050BP30138BJ1;Enlarge;8000;300;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020050BP40038BG1;Enlarge;8000;40;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020050BP40133BJ1;Enlarge;8000;400;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020050BP40136BJ1;Enlarge;8000;400;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020050BP40138BJ1;Enlarge;8000;400;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020050BP50038BG1;Enlarge;8000;50;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020050BP50133BJ1;Enlarge;8000;500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020050BP50136BJ1;Enlarge;8000;500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020050BP50138BJ1;Enlarge;8000;500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020050BP60038BG1;Enlarge;8000;60;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020050BP80038BG1;Enlarge;8000;80;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020050VY20138BH1;Enlarge;7000;200;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020050VY60138BJ1;Enlarge;7000;600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020080BP10138BG1;Enlarge;8000;100;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020080BP10236BJ1;Enlarge;8000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020080BP10238BJ1;Enlarge;8000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020080BP12138BG1;Enlarge;8000;120;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020080BP16138BG1;Enlarge;8000;160;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020080BP20138BH1;Enlarge;8000;200;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020080BP25138BH1;Enlarge;8000;250;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020080BP30138BH1;Enlarge;8000;300;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020080BP40038BF1;Enlarge;8000;40;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020080BP40136BJ1;Enlarge;8000;400;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020080BP40138BJ1;Enlarge;8000;400;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020080BP50138BJ1;Enlarge;8000;500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020080BP60038BF1;Enlarge;8000;60;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020080BP60138BJ1;Enlarge;8000;600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020080BP80038BG1;Enlarge;8000;80;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD020080VY12238BJ1;Enlarge;7000;1200;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TD030055BH50138BJ1;Enlarge;10000;500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TD030090BH10138BG1;Enlarge;10000;100;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TD030090BH10238BJ1;Enlarge;10000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TD030090BH12138BG1;Enlarge;10000;120;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TD030090BH16138BG1;Enlarge;10000;160;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TD030090BH20133BH1;Enlarge;10000;200;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TD030090BH20138BH1;Enlarge;10000;200;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TD030090BH25138BH1;Enlarge;10000;250;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TD030090BH30138BH1;Enlarge;10000;300;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TD030090BH40138BH1;Enlarge;10000;400;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TD030090BH50033BF1;Enlarge;10000;50;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TD030090BH50038BF1;Enlarge;10000;50;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TD030090BH50136BJ1;Enlarge;10000;500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TD030090BH50138BJ1;Enlarge;10000;500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TD030090BH60038BF1;Enlarge;10000;60;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TD030090BH60138BJ1;Enlarge;10000;600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TD030090BH80038BF1;Enlarge;10000;80;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TD030090BH80136BJ1;Enlarge;10000;800;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TD030090BH80138BJ1;Enlarge;10000;800;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TD030090WC12238BJ1;Enlarge;9000;1200;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TD030090WC16236BJ1;Enlarge;9000;100;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TD030090WC16238BJ1;Enlarge;9000;1600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TD045090BH10136BF1;Enlarge;10000;100;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045090BH10138BF1;Enlarge;10000;100;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045090BH10238BJ1;Enlarge;10000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045090BH16138BF1;Enlarge;10000;160;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045090BH16236BJ1;Enlarge;10000;1600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045090BH16238BJ1;Enlarge;10000;1600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045090BH20138BG1;Enlarge;10000;200;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045090BH25138BG1;Enlarge;10000;250;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045090BH30138BG1;Enlarge;10000;300;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045090BH40138BH1;Enlarge;10000;400;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045090BH50138BH1;Enlarge;10000;500;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045090BH60038BF1;Enlarge;10000;60;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045090BH60138BH1;Enlarge;10000;600;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045090BH80038BF1;Enlarge;10000;80;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045090BH80138BJ1;Enlarge;10000;800;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045090WC25238BJ1;Enlarge;9000;2500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045120BH16238BJ1;Enlarge;10000;1600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045120WE16138BF1;Enlarge;11000;160;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045120WE50138BH1;Enlarge;11000;500;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045120WF10138BF1;Enlarge;12000;100;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045120WF80038BF1;Enlarge;12000;80;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045120WH10238BJ1;Enlarge;13000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045120WH25138BH1;Enlarge;13000;250;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045120WH30138BH1;Enlarge;13000;300;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045120WH40138BH1;Enlarge;13000;400;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045120WH50038BF1;Enlarge;13000;50;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045120WH60038BF1;Enlarge;13000;60;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045120WH60138BJ1;Enlarge;13000;600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045120WH80138BJ1;Enlarge;13000;800;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045150WE50238BK1;Enlarge;11000;5000;R230;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045150WF20238BJ1;Enlarge;12000;2000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045150WH10238BJ1;Enlarge;13000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045150WH16238BJ1;Enlarge;13000;1600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045150WH40138BH1;Enlarge;13000;400;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045150WH50138BH1;Enlarge;13000;500;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045150WH60138BH1;Enlarge;13000;600;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045150WJ10136BF1;Enlarge;14000;100;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045150WJ20138BG1;Enlarge;14000;200;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045150WJ30138BH1;Enlarge;14000;300;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045150WJ30238BK1;Enlarge;14000;3000;R230;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045150WJ40238BK1;Enlarge;14000;4000;R230;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045150WJ60038BF1;Enlarge;14000;60;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045150WJ80038BF1;Enlarge;14000;80;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TD045150WJ80138BJ1;Enlarge;14000;800;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TDZ30055BH50138BJ1;Enlarge;10000;500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TDZ30090BH10138BG1;Enlarge;10000;100;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TDZ30090BH10238BJ1;Enlarge;10000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TDZ30090BH12138BG1;Enlarge;10000;120;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TDZ30090BH16138BG1;Enlarge;10000;160;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TDZ30090BH50138BJ1;Enlarge;10000;500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TDZ30090WC12238BJ1;Enlarge;9000;1200;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TE020030BF10138BH1;Enlarge;6000;100;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020030BF30138BJ1;Enlarge;6000;300;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020030BF40138BJ1;Enlarge;6000;400;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020030BP10038BF1;Enlarge;8000;10;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020030BP12138BJ1;Enlarge;8000;120;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020030BP16038BF1;Enlarge;8000;16;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020030BP16136BJ1;Enlarge;8000;160;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020030BP20036BF1;Enlarge;8000;20;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020030BP25038BG1;Enlarge;8000;25;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020030BP40038BG1;Enlarge;8000;40;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020030BP50036BH1;Enlarge;8000;50;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020030BP50038BH1;Enlarge;8000;50;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020030BP60038BH1;Enlarge;8000;60;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020030VY20136BJ1;Enlarge;7000;200;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020030VY25138BJ1;Enlarge;7000;250;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020030VY80036BH1;Enlarge;7000;80;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020030VY80038BH1;Enlarge;7000;80;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020050BP10138BH1;Enlarge;8000;100;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020050BP16138BH1;Enlarge;8000;160;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020050BP20038BF1;Enlarge;8000;20;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020050BP25038BF1;Enlarge;8000;25;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020050BP25136BJ1;Enlarge;8000;250;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020050BP25138BJ1;Enlarge;8000;250;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020050BP30138BJ1;Enlarge;8000;300;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020050BP40038BG1;Enlarge;8000;40;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020050BP40138BJ1;Enlarge;8000;400;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020050BP50038BG1;Enlarge;8000;50;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020050BP50138BJ1;Enlarge;8000;500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020050BP60038BG1;Enlarge;8000;60;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020050BP80038BG1;Enlarge;8000;80;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020050VY20138BH1;Enlarge;7000;200;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020050VY60138BJ1;Enlarge;7000;600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020080BP10138BG1;Enlarge;8000;100;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020080BP10238BJ1;Enlarge;8000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020080BP12138BG1;Enlarge;8000;120;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020080BP16138BG1;Enlarge;8000;160;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020080BP20138BH1;Enlarge;8000;200;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020080BP25138BH1;Enlarge;8000;250;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020080BP30138BH1;Enlarge;8000;300;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020080BP40036BF1;Enlarge;8000;40;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020080BP40136BJ1;Enlarge;8000;400;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020080BP50138BJ1;Enlarge;8000;500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020080BP60038BF1;Enlarge;8000;60;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020080BP60136BJ1;Enlarge;8000;600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020080BP80038BG1;Enlarge;8000;80;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE020080VY12238BJ1;Enlarge;7000;1200;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22093.png
TE030090BH10136BG1;Enlarge;10000;100;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TE030090BH10138BG1;Enlarge;10000;100;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TE030090BH10238BJ1;Enlarge;10000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TE030090BH12138BG1;Enlarge;10000;120;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TE030090BH16138BG1;Enlarge;10000;160;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TE030090BH20138BH1;Enlarge;10000;200;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TE030090BH25138BH1;Enlarge;10000;250;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TE030090BH30138BH1;Enlarge;10000;300;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TE030090BH40138BH1;Enlarge;10000;400;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TE030090BH50033BF1;Enlarge;10000;50;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TE030090BH50038BF1;Enlarge;10000;50;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TE030090BH50138BJ1;Enlarge;10000;500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TE030090BH60038BF1;Enlarge;10000;60;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TE030090BH60138BJ1;Enlarge;10000;600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TE030090BH80038BF1;Enlarge;10000;80;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TE030090BH80138BJ1;Enlarge;10000;800;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TE030090WC12238BJ1;Enlarge;9000;1200;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TE030090WC16236BJ1;Enlarge;9000;1600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TE030090WC16238BJ1;Enlarge;9000;1600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22094.png
TE045090BH10136BF1;Enlarge;10000;100;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045090BH10138BF1;Enlarge;10000;100;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045090BH10236BJ1;Enlarge;10000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045090BH10238BJ1;Enlarge;10000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045090BH16136BF1;Enlarge;10000;160;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045090BH16238BJ1;Enlarge;10000;1600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045090BH20138BG1;Enlarge;10000;200;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045090BH25138BG1;Enlarge;10000;250;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045090BH30136BG1;Enlarge;10000;300;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045090BH40138BH1;Enlarge;10000;400;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045090BH50136BH1;Enlarge;10000;500;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045090BH50138BH1;Enlarge;10000;500;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045090BH60038BF1;Enlarge;10000;60;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045090BH60138BH1;Enlarge;10000;600;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045090BH80038BF1;Enlarge;10000;80;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045090BH80136BJ1;Enlarge;10000;800;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045090WC25233BJ1;Enlarge;9000;2500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045090WC25238BJ1;Enlarge;9000;2500;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045120BH16238BJ1;Enlarge;10000;1600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045120WE16138BF1;Enlarge;11000;160;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045120WE50138BH1;Enlarge;11000;500;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045120WF10138BF1;Enlarge;12000;100;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045120WF80038BF1;Enlarge;12000;80;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045120WH10236BJ1;Enlarge;13000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045120WH10238BJ1;Enlarge;13000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045120WH25138BH1;Enlarge;13000;250;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045120WH30138BH1;Enlarge;13000;300;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045120WH40138BH1;Enlarge;13000;400;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045120WH50038BF1;Enlarge;13000;50;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045120WH60038BF1;Enlarge;13000;60;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045120WH60138BJ1;Enlarge;13000;600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045120WH80138BJ1;Enlarge;13000;800;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045150WE50238BK1;Enlarge;11000;5000;R230;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045150WF20238BJ1;Enlarge;12000;2000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045150WH10238BJ1;Enlarge;13000;1000;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045150WH16238BJ1;Enlarge;13000;1600;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045150WH40138BH1;Enlarge;13000;400;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045150WH50138BH1;Enlarge;13000;500;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045150WH60138BH1;Enlarge;13000;600;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045150WJ10138BF1;Enlarge;14000;100;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045150WJ20138BG1;Enlarge;14000;200;R16;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045150WJ30138BH1;Enlarge;14000;300;R42;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045150WJ30238BK1;Enlarge;14000;3000;R230;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045150WJ40238BK1;Enlarge;14000;4000;R230;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045150WJ60038BF1;Enlarge;14000;60;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045150WJ80038BF1;Enlarge;14000;80;R7;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TE045150WJ80138BJ1;Enlarge;14000;800;R85;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/22095.png
TOC050VZ10133AL1;Enlarge;7500;100;NP0;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/23141.png
TOC050VZ12133AL1;Enlarge;7500;120;N750;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/23141.png
TOC050VZ25033AC1;Enlarge;7500;25;NP0;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/23141.png
TOC055BE95013ACB1;Enlarge;5000;5;NP0;NA;NA;Individual;image/capacitors/ceramic/ceramic-rf-power/23100.png
