Part Number▲▼;Product Image;Description▲▼;Voltage▲▼;Capacitance▲▼;Dielectric▲▼;Lead Spacing(mm/inch)▲▼;Packaging▲▼;Lead Style▲▼;Image path
AY2471K29Y5SS6TL7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);470;Y5S;7.5 mm / 0.300 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2471K29Y5SS6TV0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);470;Y5S;10 mm / 0.400 inch;Reel;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2471K29Y5SS6TV5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);470;Y5S;5 mm / 0.200 inch;Reel;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2471K29Y5SS6TV7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);470;Y5S;7.5 mm / 0.300 inch;Reel;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2471K29Y5SS6UL0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);470;Y5S;10 mm / 0.400 inch;Ammo;Straight;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2471K29Y5SS6UL5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);470;Y5S;5 mm / 0.200 inch;Ammo;Straight;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2471K29Y5SS6UL7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);470;Y5S;7.5 mm / 0.300 inch;Ammo;Straight;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2471K29Y5SS6UV0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);470;Y5S;10 mm / 0.400 inch;Ammo;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2471K29Y5SS6UV5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);470;Y5S;5 mm / 0.200 inch;Ammo;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2471K29Y5SS6UV7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);470;Y5S;7.5 mm / 0.300 inch;Ammo;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2472K49Y5US63L0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;10 mm / 0.400 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2472K49Y5US63L5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;5 mm / 0.200 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2472K49Y5US63L7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;7.5 mm / 0.300 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2472K49Y5US63V0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;10 mm / 0.400 inch;Bulk;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2472K49Y5US63V5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;5 mm / 0.200 inch;Bulk;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2472K49Y5US63V7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;7.5 mm / 0.300 inch;Bulk;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2472K49Y5US6TL0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;10 mm / 0.400 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2472K49Y5US6TL5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;5 mm / 0.200 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2472K49Y5US6TL7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;7.5 mm / 0.300 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2472K49Y5US6TV0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;10 mm / 0.400 inch;Reel;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2472K49Y5US6TV5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;5 mm / 0.200 inch;Reel;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2472K49Y5US6TV7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;7.5 mm / 0.300 inch;Reel;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2472K49Y5US6UL0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;10 mm / 0.400 inch;Ammo;Straight;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2472K49Y5US6UL5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;5 mm / 0.200 inch;Ammo;Straight;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2472K49Y5US6UL7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;7.5 mm / 0.300 inch;Ammo;Straight;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2472K49Y5US6UV0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;10 mm / 0.400 inch;Ammo;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2472K49Y5US6UV5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;5 mm / 0.200 inch;Ammo;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2472K49Y5US6UV7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;7.5 mm / 0.300 inch;Ammo;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2472M49Y5US63L5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;5 mm / 0.200 inch;BULK;straight;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2472M49Y5US63L7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;7.5 mm / 0.300 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2472M49Y5US6TL7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;7.5 mm / 0.300 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2472M49Y5US6TV7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;7.5 mm / 0.300 inch;Reel;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2472M49Y5US6UL7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);4700;Y5U;7.5 mm / 0.300 inch;Ammo;Straight;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2680K29Y5SS63L0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);68;Y5S;10 mm / 0.400 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2680K29Y5SS63L5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);68;Y5S;5 mm / 0.200 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2680K29Y5SS63L7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);68;Y5S;7.5 mm / 0.300 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2680K29Y5SS63V0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);68;Y5S;10 mm / 0.400 inch;Bulk;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2680K29Y5SS63V5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);68;Y5S;5 mm / 0.200 inch;Bulk;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2680K29Y5SS63V7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);68;Y5S;7.5 mm / 0.300 inch;Bulk;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2680K29Y5SS6TL0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);68;Y5S;10 mm / 0.400 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2680K29Y5SS6TL5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);68;Y5S;5 mm / 0.200 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2680K29Y5SS6TL7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);68;Y5S;7.5 mm / 0.300 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2680K29Y5SS6TV0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);68;Y5S;10 mm / 0.400 inch;Reel;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2680K29Y5SS6TV5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);68;Y5S;5 mm / 0.200 inch;Reel;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2680K29Y5SS6TV7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);68;Y5S;7.5 mm / 0.300 inch;Reel;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2680K29Y5SS6UL0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);68;Y5S;10 mm / 0.400 inch;Ammo;Straight;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2680K29Y5SS6UL5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);68;Y5S;5 mm / 0.200 inch;Ammo;Straight;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2680K29Y5SS6UL7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);68;Y5S;7.5 mm / 0.300 inch;Ammo;Straight;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2680K29Y5SS6UV0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);68;Y5S;10 mm / 0.400 inch;Ammo;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2680K29Y5SS6UV5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);68;Y5S;5 mm / 0.200 inch;Ammo;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2680K29Y5SS6UV7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);68;Y5S;7.5 mm / 0.300 inch;Ammo;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2681K29Y5US63L0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);680;Y5U;10 mm / 0.400 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2681K29Y5US63L5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);680;Y5U;5 mm / 0.200 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2681K29Y5US63L7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);680;Y5U;7.5 mm / 0.300 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2681K29Y5US63V0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);680;Y5U;10 mm / 0.400 inch;Bulk;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2681K29Y5US63V5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);680;Y5U;5 mm / 0.200 inch;Bulk;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2681K29Y5US63V7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);680;Y5U;7.5 mm / 0.300 inch;Bulk;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2681K29Y5US6TL0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);680;Y5U;10 mm / 0.400 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2681K29Y5US6TL5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);680;Y5U;5 mm / 0.200 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2681K29Y5US6TL7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);680;Y5U;7.5 mm / 0.300 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2681K29Y5US6TV0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);680;Y5U;10 mm / 0.400 inch;Reel;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2681K29Y5US6TV5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);680;Y5U;5 mm / 0.200 inch;Reel;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2681K29Y5US6TV7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);680;Y5U;7.5 mm / 0.300 inch;Reel;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2681K29Y5US6UL0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);680;Y5U;10 mm / 0.400 inch;Ammo;Straight;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2681K29Y5US6UL5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);680;Y5U;5 mm / 0.200 inch;Ammo;Straight;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2681K29Y5US6UL7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);680;Y5U;7.5 mm / 0.300 inch;Ammo;Straight;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2681K29Y5US6UV0;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);680;Y5U;10 mm / 0.400 inch;Ammo;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2681K29Y5US6UV5;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);680;Y5U;5 mm / 0.200 inch;Ammo;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2681K29Y5US6UV7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);680;Y5U;7.5 mm / 0.300 inch;Ammo;Inline Wire;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2681M29Y5US63L7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);680;Y5U;7.5 mm / 0.300 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2681M29Y5US6TL7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);680;Y5U;7.5 mm / 0.300 inch;Reel;Straight;image/capacitors/ceramic/ceramic-singlelayer/28550.png
AY2681M29Y5US6UL7;Enlarge;Automotive Grade EMI Suppression Safety Capacitor, Ceramic Disc, Class X1, 440 VAC, Class Y2, 300 VAC;440  (X1) 300  (Y2);680;Y5U;7.5 mm / 0.300 inch;Ammo;Straight;image/capacitors/ceramic/ceramic-singlelayer/28550.png
S100J25SL0N63J5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;10;SL0;5 mm / 0.200 inch;Bulk;Inside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S100J25SL0N65J5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;10;SL0;5 mm / 0.200 inch;Bulk;Inside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S100J25SL0N6TJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;10;SL0;5 mm / 0.200 inch;Reel;Inside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S100J25SL0N6UJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;10;SL0;5 mm / 0.200 inch;Ammo;Inside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S100J25SL0P63K5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;10;SL0;5 mm / 0.200 inch;Bulk;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S100J25SL0P6TK5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;10;SL0;5 mm / 0.200 inch;Reel;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S100J25SL0P6UK5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;10;SL0;5 mm / 0.200 inch;Ammo;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S100J33SL0R63K7R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;3000;10;SL0;7.5 mm / 0.300 inch;Bulk;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S100J33SL0R63L7R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;3000;10;SL0;7.5 mm / 0.300 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S100J39SL0U83L0R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;6000;10;SL0;10 mm / 0.400 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S100J39SL0U83L7R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;6000;10;SL0;7.5 mm / 0.300 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S100K25SL0N63J5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;10;SL0;5 mm / 0.200 inch;Bulk;Inside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S100K25SL0N63L6R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;10;SL0;6.35 mm / 0.250 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S100K25SL0N6TJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;10;SL0;5 mm / 0.200 inch;Reel;Inside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S100K25SL0N6UJ5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;10;SL0;5 mm / 0.200 inch;Ammo;Inside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S100K25SL0P63K5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;10;SL0;5 mm / 0.200 inch;Bulk;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S100K25SL0P6TK5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;10;SL0;5 mm / 0.200 inch;Reel;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S100K25SL0P6UK5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;2000;10;SL0;5 mm / 0.200 inch;Ammo;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S100K33SL0R63K7R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;3000;10;SL0;7.5 mm / 0.300 inch;Bulk;Outside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S100M33SL0R63L6R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;3000;10;SL0;6.35 mm / 0.250 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S100M39SL0U83L0R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;6000;10;SL0;10 mm / 0.400 inch;Bulk;Straight;image/capacitors/ceramic/ceramic-singlelayer/28521.png
S101J29SL0N63J5R;Enlarge;Ceramic Singlelayer DC Disc Capacitors (Straight Leads) Gap-Kap, 1 kVDC to 3 kVDC;1000;100;SL0;5 mm / 0.200 inch;Bulk;Inside Crimp;image/capacitors/ceramic/ceramic-singlelayer/28521.png
