Part Number▲▼,Product Image,Package▲▼,Dimensions(mm)▲▼,Carrier Frequency(kHz)▲▼,AGC▲▼,Transmission DistanceTyp.(m)▲▼,Detection Threshold /Sensitivity Typ.▲▼,Half ViewingAngle(°)▲▼,Supply CurrentTyp.(mA)▲▼,Pinning▲▼,Recommended for RemoteControl Code▲▼,Application▲▼,Mounting▲▼,Image path
TSOP13338DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC3,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",XMP,Remote control,Leaded,image/ir-receiver-modules/82881.png
TSOP13338P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC3,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",RECS-80 Code,Remote control,Leaded,image/ir-receiver-modules/82871.png
TSOP13338P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC3,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",XMP,Remote control,Leaded,image/ir-receiver-modules/82871.png
TSOP13338P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC3,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",RECS-80 Code,Remote control,Leaded,image/ir-receiver-modules/82876.png
TSOP13338P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC3,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",XMP,Remote control,Leaded,image/ir-receiver-modules/82876.png
TSOP13340,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,40,AGC3,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82805.png
TSOP13340DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,40,AGC3,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82881.png
TSOP13340P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,40,AGC3,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82871.png
TSOP13340P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,40,AGC3,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82876.png
TSOP13356,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC3,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",r-map,Remote control,Leaded,image/ir-receiver-modules/82805.png
TSOP13356DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC3,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",r-map,Remote control,Leaded,image/ir-receiver-modules/82881.png
TSOP13356P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC3,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",r-map,Remote control,Leaded,image/ir-receiver-modules/82871.png
TSOP13356P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC3,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",r-map,Remote control,Leaded,image/ir-receiver-modules/82876.png
TSOP13430,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,30,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82806.png
TSOP13430DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,30,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82882.png
TSOP13430P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,30,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82872.png
TSOP13430P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,30,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82877.png
TSOP13433,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,33,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82806.png
TSOP13433DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,33,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82882.png
TSOP13433P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,33,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82872.png
TSOP13433P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,33,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82877.png
TSOP13436,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",Panasonic,Remote control,Leaded,image/ir-receiver-modules/82806.png
TSOP13436,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",RC-6,Remote control,Leaded,image/ir-receiver-modules/82806.png
TSOP13436DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",Panasonic,Remote control,Leaded,image/ir-receiver-modules/82882.png
TSOP13436DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",RC-6,Remote control,Leaded,image/ir-receiver-modules/82882.png
TSOP13436P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",Panasonic,Remote control,Leaded,image/ir-receiver-modules/82872.png
TSOP13436P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",RC-6,Remote control,Leaded,image/ir-receiver-modules/82872.png
TSOP13436P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",Panasonic,Remote control,Leaded,image/ir-receiver-modules/82877.png
TSOP13436P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",RC-6,Remote control,Leaded,image/ir-receiver-modules/82877.png
TSOP13438,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",Mitsubishi,Remote control,Leaded,image/ir-receiver-modules/82806.png
TSOP13438,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",NEC,Remote control,Leaded,image/ir-receiver-modules/82806.png
TSOP13438,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",Sejin 4PPM,Remote control,Leaded,image/ir-receiver-modules/82806.png
TSOP13438,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",Sharp,Remote control,Leaded,image/ir-receiver-modules/82806.png
TSOP13438DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",Mitsubishi,Remote control,Leaded,image/ir-receiver-modules/82882.png
TSOP13438DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",NEC,Remote control,Leaded,image/ir-receiver-modules/82882.png
TSOP13438DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",Sejin 4PPM,Remote control,Leaded,image/ir-receiver-modules/82882.png
TSOP13438DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",Sharp,Remote control,Leaded,image/ir-receiver-modules/82882.png
TSOP13438P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",Mitsubishi,Remote control,Leaded,image/ir-receiver-modules/82872.png
TSOP13438P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",NEC,Remote control,Leaded,image/ir-receiver-modules/82872.png
TSOP13438P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",Sejin 4PPM,Remote control,Leaded,image/ir-receiver-modules/82872.png
TSOP13438P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",Sharp,Remote control,Leaded,image/ir-receiver-modules/82872.png
TSOP13438P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",Mitsubishi,Remote control,Leaded,image/ir-receiver-modules/82877.png
TSOP13438P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",NEC,Remote control,Leaded,image/ir-receiver-modules/82877.png
TSOP13438P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",Sejin 4PPM,Remote control,Leaded,image/ir-receiver-modules/82877.png
TSOP13438P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",Sharp,Remote control,Leaded,image/ir-receiver-modules/82877.png
TSOP13440,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,40,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82806.png
TSOP13440DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,40,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82882.png
TSOP13440P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,40,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82872.png
TSOP13440P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,40,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82877.png
TSOP13456,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",r-step,Remote control,Leaded,image/ir-receiver-modules/82806.png
TSOP13456DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",r-step,Remote control,Leaded,image/ir-receiver-modules/82882.png
TSOP13456P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",r-step,Remote control,Leaded,image/ir-receiver-modules/82872.png
TSOP13456P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC4,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",r-step,Remote control,Leaded,image/ir-receiver-modules/82877.png
TSOP13530,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,30,AGC5,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82805.png
TSOP13530DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,30,AGC5,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82881.png
TSOP13530P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,30,AGC5,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82871.png
TSOP13530P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,30,AGC5,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82876.png
TSOP13533,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,33,AGC5,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82805.png
TSOP13533DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,33,AGC5,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82881.png
TSOP13533P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,33,AGC5,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82871.png
TSOP13533P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,33,AGC5,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82876.png
TSOP13536,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC5,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82805.png
TSOP13536DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC5,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82881.png
TSOP13536P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC5,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82871.png
TSOP13536P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC5,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82876.png
TSOP13538,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC5,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82805.png
TSOP13538DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC5,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82881.png
TSOP13538P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC5,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82871.png
TSOP13538P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC5,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82876.png
TSOP13540,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,40,AGC5,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82805.png
TSOP13540DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,40,AGC5,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82881.png
TSOP13540P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,40,AGC5,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82871.png
TSOP13540P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,40,AGC5,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82876.png
TSOP13556,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC5,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82805.png
TSOP13556DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC5,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82881.png
TSOP13556P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC5,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82871.png
TSOP13556P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC5,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82876.png
TSOP13630,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,30,AGC6,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82806.png
TSOP13630DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,30,AGC6,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82882.png
TSOP13630P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,30,AGC6,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82872.png
TSOP13630P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,30,AGC6,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82877.png
TSOP13633,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,33,AGC6,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82806.png
TSOP13633DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,33,AGC6,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82882.png
TSOP13633P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,33,AGC6,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82872.png
TSOP13633P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,33,AGC6,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82877.png
TSOP13636,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC6,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",RC-5,Remote control,Leaded,image/ir-receiver-modules/82806.png
TSOP13636DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC6,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",RC-5,Remote control,Leaded,image/ir-receiver-modules/82882.png
TSOP13636P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC6,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",RC-5,Remote control,Leaded,image/ir-receiver-modules/82872.png
TSOP13636P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,36,AGC6,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",RC-5,Remote control,Leaded,image/ir-receiver-modules/82877.png
TSOP13638,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC6,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82806.png
TSOP13638DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC6,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82882.png
TSOP13638P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC6,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82872.png
TSOP13638P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,38,AGC6,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82877.png
TSOP13640,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,40,AGC6,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82806.png
TSOP13640DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,40,AGC6,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82882.png
TSOP13640P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,40,AGC6,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82872.png
TSOP13640P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,40,AGC6,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82877.png
TSOP13656,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC6,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",RCA,Remote control,Leaded,image/ir-receiver-modules/82806.png
TSOP13656DF1P,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC6,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",RCA,Remote control,Leaded,image/ir-receiver-modules/82882.png
TSOP13656P10TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC6,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",RCA,Remote control,Leaded,image/ir-receiver-modules/82872.png
TSOP13656P16TR,Enlarge,Minimold,5.4 W x 6.35 H x 4.9 D,56,AGC6,39,0.05,± 45,0.35,"1 = OUT, 2 = GND, 3 = VS",RCA,Remote control,Leaded,image/ir-receiver-modules/82877.png
TSOP14130,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,30,AGC1,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82804.png
TSOP14133,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,33,AGC1,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82804.png
TSOP14136,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,36,AGC1,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82804.png
TSOP14138,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,38,AGC1,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82804.png
TSOP14140,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,40,AGC1,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82804.png
TSOP14156,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,56,AGC1,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82804.png
TSOP14230,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,30,AGC2,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82803.png
TSOP14233,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,33,AGC2,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82803.png
TSOP14236,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,36,AGC2,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82803.png
TSOP14238,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,38,AGC2,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82803.png
TSOP14240,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,40,AGC2,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",Sony,Remote control,Leaded,image/ir-receiver-modules/82803.png
TSOP14256,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,56,AGC2,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",Cisco,Remote control,Leaded,image/ir-receiver-modules/82803.png
TSOP14330,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,30,AGC3,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82804.png
TSOP14333,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,33,AGC3,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82804.png
TSOP14336,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,36,AGC3,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",RCMM,Remote control,Leaded,image/ir-receiver-modules/82804.png
TSOP14338,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,38,AGC3,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",RECS-80 Code,Remote control,Leaded,image/ir-receiver-modules/82804.png
TSOP14338,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,38,AGC3,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",XMP,Remote control,Leaded,image/ir-receiver-modules/82804.png
TSOP14340,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,40,AGC3,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82804.png
TSOP14356,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,56,AGC3,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",r-map,Remote control,Leaded,image/ir-receiver-modules/82804.png
TSOP14430,Enlarge,Mold,6.0 W x 6.95 H x 5.6 D,30,AGC4,39,0.05,± 45,0.35,"1 = OUT,
2 = GND, 3 = VS",,Remote control,Leaded,image/ir-receiver-modules/82803.png
